May 30, 2017 4:23:15 PM cgl.iotrobots.utils.rabbitmq.RabbitMQReceiver createConnection
INFO: connected to rabbitmq: amqp://guest@172.16.0.80:5672/ for simbard_best
May 30, 2017 4:23:15 PM cgl.iotrobots.utils.rabbitmq.RabbitMQSender createConnection
INFO: connected to rabbitmq: amqp://guest@172.16.0.80:5672/ for simbard_laser
May 30, 2017 4:23:15 PM cgl.iotrobots.utils.rabbitmq.RabbitMQSender open
INFO: setting basic.qos / prefetch count to 64 for simbard_laser
May 30, 2017 4:23:15 PM cgl.iotrobots.utils.rabbitmq.RabbitMQSender createConnection
INFO: connected to rabbitmq: amqp://guest@172.16.0.80:5672/ for simbard_control
May 30, 2017 4:23:15 PM cgl.iotrobots.utils.rabbitmq.RabbitMQSender open
INFO: setting basic.qos / prefetch count to 64 for simbard_control
37630583,3.7630583E7,
223595924,1.306132535E8,
426082111,2.2910287266666666E8,
225912332,2.283052375E8,
55016141,1.936474182E8,
224789478,1.988377615E8,
25474723,1.7407161314285713E8,
222939147,1.80180054875E8,
24524759,1.62885022E8,
227334264,1.693299462E8,
27499833,1.5643629954545453E8,
51341621,1.4767840966666666E8,
24192908,1.3817952492307693E8,
23534495,1.2999059421428572E8,
423328209,1.495464352E8,
224411412,1.5422549625E8,
25378191,1.46646243E8,
222866493,1.5088070133333334E8,
222526005,1.5465150678947368E8,
23420831,1.48089973E8,
420842214,1.6107817495238096E8,
422752083,1.729724435E8,
421888033,1.837948604347826E8,
223416437,1.8544575945833334E8,
221038918,1.868694858E8,
24071150,1.8060801134615386E8,
220678996,1.820921218888889E8,
218887182,1.8340623117857143E8,
222563112,1.8475646844827586E8,
24606952,1.7941815123333332E8,
23327903,1.7438298193548387E8,
224000019,1.7593351434375E8,
25431294,1.71372841E8,
222098785,1.7286478052941176E8,
50596094,1.693713894857143E8,
222281740,1.7084112144444445E8,
24107681,1.668753527837838E8,
222448546,1.683378052368421E8,
54037767,1.6540703502564102E8,
221961542,1.668208977E8,
215211811,1.6800116387804878E8,
23721899,1.645659432857143E8,
218502803,1.658202888604651E8,
23882122,1.625944214318182E8,
221471096,1.6390279197777778E8,
24424483,1.6087065482608697E8,
217005971,1.6206502325531915E8,
52401979,1.597803765E8,
223623649,1.6108330042857143E8,
27321120,1.5840805682E8,
221156000,1.596384086470588E8,
209411694,1.6059558721153846E8,
223187758,1.6177657156603774E8,
222018654,1.628921656851852E8,
219580007,1.6392285370909092E8,
51496598,1.61915242E8,
25259122,1.5951776621052632E8,
23970888,1.5718075106896552E8,
422206260,1.6167270884745762E8,
